OBJECTID,X,Y,DEM,最湿温度,最湿湿度,最干温度,最干湿度,气温较差,暖季温度,暖季湿度,年平均雨,冷季温度,冷季湿度,年平均气
2847,98.607597,32.1134,4316,11.19851208,72.93071747,-2.950594425,35.77410507,14.85768127,12.93174553,71.97394562,622.4363403,-0.087797433,38.67873383,4.588471889
2848,98.413597,32.148201,4432,10.94992924,72.9026947,-3.323184967,36.37878418,14.84095478,12.69003868,71.92621613,617.9832764,-0.46763888,39.16190338,4.506545067
2849,99.212097,32.025002,4280,11.28068733,73.04981995,-3.838773727,40.45139313,14.97139645,12.55488682,72.22750854,636.0568237,-0.928144157,42.79688263,4.57583952
2850,99.010902,32.054798,4515,11.22584343,73.01294708,-3.374055862,38.19500732,14.92327499,12.75788593,72.12265015,629.7966309,-0.491844326,40.81929398,4.534636021
2851,99.413002,31.995001,4351,11.38135433,73.06765747,-4.274569511,42.51306915,14.99898624,12.37950516,72.31943512,642.355957,-1.317854524,44.60715103,4.791110992
2852,100.014,31.903099,4596,11.84966946,72.77467346,-4.960474014,45.3842926,14.90769672,12.17618847,72.19822693,650.8291626,-1.831449747,47.05649185,4.98279953
2853,99.814003,31.934,4598,11.77235222,72.83310699,-4.802837849,44.87963104,14.93531418,12.22931576,72.22470856,649.5166016,-1.714165568,46.62548828,4.720072746
2854,99.613602,31.9646,4575,11.5424614,72.9955368,-4.59662199,43.9884491,14.98544121,12.27374363,72.32074738,646.9838867,-1.576816678,45.88431549,4.651598454
2855,100.213997,31.871901,4756,11.31924629,73.1733551,-5.261005878,45.97222519,14.99770546,11.96042156,72.55474091,652.9657593,-2.163444757,47.6907959,4.879323006
2856,100.612,31.8086,4286,11.17253208,73.91985321,-4.5791049,46.35618591,15.15694904,12.23008823,73.18869019,662.6699219,-1.779585361,48.26673508,5.705618858
2857,100.810997,31.7766,4142,11.49390697,73.85127258,-3.710210085,45.97993088,15.18876457,12.69315052,73.10482025,666.300415,-1.107828021,47.93919754,5.818202972
2858,100.413002,31.840401,4354,11.11574936,73.63920593,-5.314594746,46.30420685,15.144063,11.85086727,72.95765686,655.4862061,-2.323212147,48.12062836,5.019128323
2859,101.404999,31.6787,4650,12.6041832,74.04417419,-1.304089904,46.78894806,14.88858414,14.09541035,73.15222931,702.3973999,0.692923129,48.93856049,6.58242178
2860,101.009003,31.7442,3909,11.7570982,73.8373642,-3.069150686,46.13267517,15.16219044,13.04348564,73.08399963,674.7632446,-0.625686646,48.15496063,5.947669983
2861,101.207001,31.711599,4628,12.13313198,73.74860382,-2.389619827,45.97784805,15.13858986,13.46564102,72.96869659,681.0289307,-0.030251643,48.0111351,6.490180492
2862,102.193001,31.544399,3944,14.37485027,74.30825806,0.775025249,46.15655899,14.63432026,15.76666641,73.12944031,745.3409424,2.978653908,48.33288193,8.80357933
2863,101.602997,31.645599,4272,12.98318481,74.11316681,-0.797950327,46.53127289,14.83983135,14.51981926,73.13538361,715.2313843,1.314409614,48.68386459,6.922804832
2864,101.800003,31.612101,4262,13.66220856,74.46829224,0.144933447,46.9343071,14.70438004,15.18126106,73.41449738,730.6697388,2.117381334,49.11483765,7.690179348
2865,101.997002,31.5784,4077,13.96677017,74.51535034,0.454217881,46.3683548,14.73099804,15.49833775,73.37792969,741.5991821,2.639984369,48.53435898,8.268415451
2866,102.389,31.510099,4400,14.92899036,73.66234589,1.380331635,46.56796265,14.23421097,16.15212059,72.47419739,742.1013184,3.253805161,48.81920624,9.019831657
2867,102.584999,31.475599,4464,15.21745491,73.69412231,2.369703531,48.52000427,13.45500374,16.61172867,72.43238068,764.2921143,3.474166393,51.02135468,9.072692871
2868,102.780998,31.4408,3997,15.81398869,74.8568573,4.5695014,51.98352051,12.39992142,17.59423637,73.47602844,802.9018555,4.169799328,54.92202759,10.07463646
2869,103.558998,31.299101,3237,16.96909523,82.99645233,16.12280464,68.92749023,7.999963284,21.80786896,80.51702118,1007.629089,6.67850256,75.09555817,12.28481674
2870,103.170998,31.370501,3105,16.31845284,79.04519653,9.839947701,60.82413101,10.2827301,19.32593155,77.23336029,901.8930054,4.9827981,65.36302948,10.80271626
2871,102.975998,31.4058,2882,16.01925659,76.95986938,7.073897839,56.49856949,11.3716774,18.34957123,75.38521576,851.0663452,4.435709476,60.26534271,10.41801357
2872,103.364998,31.3349,2706,16.91184807,81.415802,13.58029938,65.69095612,8.952361107,20.78049088,79.19872284,963.2261353,5.963442802,71.21517944,11.65946198
2873,103.752998,31.263001,1875,17.10708046,83.79115295,17.60871506,70.66779327,7.552503586,22.31428146,81.17365265,1030.99585,6.974047661,77.23018646,12.87822437
2874,103.945999,31.226601,1171,17.59760475,84.01634216,18.38760567,71.22293091,7.467560291,22.7448082,81.42951202,1017.543823,7.375809669,77.71671295,13.2277317
2875,104.139,31.190001,562,17.88402367,83.98274994,18.26934624,71.23458862,7.58640337,22.78904343,81.52822876,994.8950806,7.438555717,77.49372864,14.17563725
2876,104.332001,31.1532,502,17.93309593,83.82447815,18.4771862,71.54787445,7.477808475,23.12594032,81.39276123,984.7816772,7.666381836,77.61375427,14.7419939
2877,104.907997,31.041201,449,16.02483177,84.02224731,20.72114754,72.38751221,7.285903454,24.61038399,80.71162415,968.3739624,8.762985229,78.47460938,16.06179619
2878,104.524002,31.1161,688,17.39641571,83.73776245,18.57387924,71.48092651,7.502773285,23.33292007,81.20668793,977.3308105,7.832901478,77.44927216,15.01237011
2879,104.716003,31.0788,441,16.5529747,84.27446747,19.37928772,72.45630646,7.338410378,23.81300354,81.4066391,987.9906006,8.117598534,78.47711182,15.33538246
2880,105.481003,30.927,373,12.37630653,84.44792938,21.66929626,73.27971649,7.017589569,25.42699242,80.08157349,979.6704102,9.284976006,79.5003891,17.02874374
2881,105.098999,31.0033,424,14.84505272,84.33206177,21.38436127,73.09049225,7.078977585,25.15597534,80.57440948,981.3735352,9.151324272,79.1736908,16.86100388
2882,105.670998,30.888399,392,11.23057938,84.52941895,21.75963402,73.39941406,6.962583065,25.52109146,79.80072021,985.4325562,9.3072052,79.73897552,17.12721825
2883,105.290001,30.9653,372,13.65036201,84.37461853,21.53761482,73.16561127,7.054548264,25.30757141,80.31250763,979.8133545,9.232319832,79.30103302,16.95774651
2884,106.050003,30.8106,344,7.975247383,84.98259735,22.08826447,73.97896576,6.701919556,25.7605114,79.0176239,1002.484497,9.33255291,80.95220184,17.29534531
2885,105.861,30.8496,335,9.695634842,84.74311066,21.94241905,73.68486786,6.846962929,25.65868568,79.35644531,995.7226563,9.321638107,80.3008728,17.20406151
2886,106.238998,30.771299,302,8.502906799,84.87643433,21.96627617,73.85391998,6.762074947,25.73515892,79.06014252,1004.578674,9.324958801,80.66124725,17.28042412
2887,106.428001,30.731899,361,10.73075199,84.55053711,21.60184097,73.51211548,6.95024395,25.70196152,79.03081512,1020.848389,9.315752029,79.73410034,17.32180786
2888,106.804001,30.652201,354,13.81755829,84.22348785,20.687397,73.30014801,7.224761009,25.72316933,78.77511597,1065.607788,9.292972565,78.5443573,17.36087418
2889,106.615997,30.6922,474,12.50710297,84.33751678,21.17716217,73.32913208,7.103889465,25.69931412,78.92534637,1041.787964,9.306059837,79.0284729,17.34572792
2890,106.991997,30.612101,523,14.6720705,84.18685913,20.17951012,73.38874054,7.317275524,25.75956154,78.63578796,1088.594238,9.274764061,78.26066589,17.40838051
2891,107.179001,30.571699,362,14.48897457,84.18063354,19.87637329,73.75992584,7.379513264,25.82678795,78.27773285,1130.421997,9.193535805,78.2740097,17.33418846
2892,107.365997,30.531099,384,14.51559067,83.99664307,19.82847023,73.99449921,7.44880867,25.85059738,78.12567139,1155.664185,9.097659111,78.23575592,17.28665352
2893,107.737999,30.4492,540,13.95250607,83.94664764,20.71793556,74.55290985,7.550276279,25.93863487,77.99318695,1188.400635,9.024471283,78.47994995,17.1726799
2894,107.552002,30.4902,460,14.26739216,83.9630661,20.3698597,74.1703186,7.500812054,25.90813446,78.0524292,1168.311523,9.094610214,78.2741394,17.27156639
2895,107.924004,30.4079,605,13.58382511,83.8673172,21.69714928,74.6747818,7.605435848,26.00662804,77.95463562,1198.318848,9.039502144,78.53694153,17.10378456
2896,108.293999,30.3248,918,12.72318935,83.64660645,22.10776711,74.99441528,7.676435947,26.09507942,77.83371735,1220.155273,8.973648071,78.63024902,17.02882576
2897,108.109001,30.366501,128,12.96833801,83.87215424,22.22735977,75.00384521,7.654449463,26.09237862,77.91854095,1213.658813,9.027809143,78.78014374,17.06774521
2898,109.029999,30.156,1529,12.57350731,83.25654602,20.14344025,75.41008759,7.925172806,25.34686279,78.11524963,1325.190674,7.93287611,78.48943329,16.66548157
2899,108.663002,30.240801,1288,13.4478035,83.14376831,20.37380028,74.9156189,7.814186573,25.68084145,77.87934113,1261.954712,8.456785202,78.07463837,16.79644012
2900,108.478996,30.2829,1271,13.22868633,83.36923981,21.23629379,74.94184113,7.777277946,25.89703751,77.85272217,1240.989868,8.724638939,78.28450012,16.92708969
2901,108.847,30.1985,1309,13.36882591,83.016716,19.51661491,75.05316925,7.896530628,25.4530983,78.01116943,1294.82959,8.128303528,78.04466248,16.64456558
2902,109.578003,30.0273,951,11.84706688,83.48220825,20.36764336,75.73932648,8.036528587,25.18069077,78.41570282,1363.725708,7.67224741,78.84600067,16.42974663
2903,109.394997,30.0704,736,10.48172855,83.89498901,22.22506905,75.78303528,8.012005806,25.20713234,78.24521637,1376.600952,7.7218256,79.25608063,16.48474121
2904,109.759003,29.983999,1710,14.41952038,82.75337219,17.24027824,75.4162674,8.102121353,25.15353203,78.55700684,1343.894897,7.598390102,77.95397949,16.35602188
2905,109.212997,30.1133,1413,11.04488945,83.67394257,21.43387985,75.65670013,7.976686478,25.24796295,78.19921112,1356.886475,7.798644543,78.9769516,16.53993416
2906,110.122002,29.896799,1036,18.87683487,81.52848053,11.60697079,74.61733246,8.375692368,25.05423737,78.6774826,1338.136108,7.358472347,76.37535858,16.25407028
2907,110.302002,29.8529,1077,20.01263046,81.30751038,10.43967438,74.30269623,8.527534485,24.97369957,78.74210358,1335.762207,7.284459114,75.88567352,16.3368187
2908,110.482002,29.8088,813,21.17827797,81.20481873,9.869587898,74.01314545,8.641078949,24.96319008,78.79508209,1333.74585,7.23074007,75.56037903,16.36448479
2909,109.941002,29.9405,930,16.82579041,82.10147858,14.11105919,75.04506683,8.232275963,25.11697006,78.65654755,1337.715942,7.488165855,77.16036987,16.31465721
2910,110.662003,29.764601,796,22.24345398,81.15660095,9.50908947,73.95870209,8.582513809,25.11229134,78.90079498,1333.570313,7.24869585,75.64318848,16.37963486
2911,111.198998,29.630699,135,24.97791672,79.39511108,7.447114944,72.47127533,7.794322014,26.18193817,77.64377594,1338.655518,7.585506916,75.01139069,16.68383789
2912,110.842003,29.7201,722,23.10368729,80.77797699,9.060653687,73.66233063,8.370851517,25.40508461,78.61775208,1331.558105,7.340800762,75.56613159,16.49982452
2913,111.019997,29.675501,566,24.37926292,80.08250427,7.945054054,73.14974976,8.038513184,25.84775734,78.18413544,1331.859375,7.46918869,75.36870575,16.58486938
2914,111.555,29.5406,156,25.25937843,79.38960266,7.457252979,72.64057159,7.667654514,26.31734467,77.65297699,1340.714111,7.607352257,75.35520935,16.84710121
2915,111.732002,29.4953,55,25.41666985,79.85593414,7.720409393,73.48942566,7.511702061,26.42566299,78.09005737,1333.984741,7.593831539,76.40524292,16.8702774
2916,111.376999,29.585699,54,25.1999588,79.00147247,7.200595856,72.00206757,7.716711998,26.29982567,77.33448792,1343.778809,7.633208752,74.66854095,16.80371666
2917,111.908997,29.449699,34,25.19831657,80.21712494,8.163836479,73.95411682,7.354255199,26.54575729,78.4982605,1325.644287,7.589171886,77.26509857,16.96825409
2918,112.612999,29.266001,29,25.2313118,80.67890167,8.769860268,73.98680878,7.003520012,26.77479172,79.25370789,1301.125977,7.583518505,78.34153748,17.23814011
2919,112.085999,29.4041,33,25.38627815,80.57926941,8.350623131,74.10006714,7.225937843,26.62387657,79.09086609,1308.603638,7.564429283,77.89274597,16.9991169
2920,112.262001,29.3582,29,25.53032494,80.89884186,7.400512218,74.0306015,7.113008976,26.63371277,79.97099304,1271.530396,7.500700951,78.26093292,17.14729309
2921,112.438003,29.3122,32,25.56360817,80.96256256,7.117352962,74.01335144,7.101663589,26.61942101,80.18795776,1263.083618,7.480980873,78.32738495,17.16717339
2922,112.961998,29.173201,28,24.99086189,79.9597702,10.54586601,73.81481934,6.698421955,27.02350616,77.93357849,1362.581299,7.746281624,78.40689087,17.27287674
2923,113.309998,29.079701,72,24.11557961,80.67089844,15.46495438,74.90105438,7.389523983,26.95026588,78.1828537,1415.406738,7.714540482,79.47257233,17.27603531
2924,112.788002,29.2197,25,25.05773544,80.22055817,10.06731606,73.84420776,6.798885345,26.94615746,78.33773041,1338.408569,7.690811634,78.33989716,17.27281761
2925,113.136002,29.126499,58,24.78183365,80.10448456,12.03606892,74.08220673,6.869045258,27.02240181,77.93170929,1376.140625,7.737229347,78.67739105,17.26184082
2926,114,28.8909,213,23.27067566,81.61304474,18.3841877,76.29161072,8.533028603,26.77636719,78.55899048,1506.446533,7.642103195,80.47665405,17.3243618
2927,113.828003,28.938299,437,23.64292336,81.60440063,21.23469925,76.50485992,8.473226547,26.766819,78.66781616,1495.619873,7.642928123,80.74382019,17.28013229
2928,113.483002,29.032801,127,23.97812653,81.24008942,19.56802559,75.90090179,8.012001038,26.83084488,78.52313232,1455.082031,7.667681217,80.27754974,17.2559433
2929,113.655998,28.985599,341,24.04156876,81.48826599,21.47950172,76.43473053,8.380119324,26.75827217,78.70054626,1478.339111,7.629731178,80.6344986,17.24263573
2930,114.514,28.747801,559,23.35930634,81.9527359,10.95290375,75.97137451,9.119496346,26.52974892,78.61147308,1585.585938,7.48784399,79.70141602,17.07379532
2931,114.683998,28.699699,443,22.82541656,81.98395538,11.31714249,75.61277008,8.931664467,26.56698036,78.49861908,1591.712036,7.5001688,79.67762756,17.12635422
2932,114.343002,28.795601,826,23.25648499,81.96024323,12.0466671,76.06848907,9.042264938,26.54207993,78.66414642,1573.468628,7.503298283,79.8733139,17.01888657
2933,114.171997,28.8433,390,23.12052536,81.80213165,15.05038929,76.19347382,8.745738029,26.74561501,78.52097321,1535.537476,7.641537666,80.21414948,17.33016396
2934,115.023003,28.6033,168,20.96121788,82.25300598,14.24562836,74.13011169,8.166775703,26.88387108,77.78708649,1623.426758,7.686946869,79.76207733,17.22681427
2935,115.361,28.5063,63,19.61001205,82.35431671,17.16799736,72.98259735,7.629350185,27.31852341,76.98542786,1669.886963,7.980575085,79.57528687,17.32131386
2936,115.192001,28.554899,139,20.2101593,82.27336121,15.61842632,73.45156097,7.84258461,27.09485626,77.37889099,1654.394043,7.841348648,79.61664581,17.29271507
2937,114.853996,28.6516,440,21.80589485,82.18300629,12.80994511,74.86560822,8.566085815,26.7254982,78.13082123,1611.148926,7.607451439,79.78753662,17.18754578
2938,115.528999,28.4576,34,19.62850952,82.34541321,17.07906151,72.61515808,7.4433074,27.49855995,76.66181946,1668.201416,8.073457718,79.37221527,17.44611359
2939,116.197998,28.261601,32,20.07990456,82.21414948,16.8080349,72.32534027,7.437035084,27.52480698,76.43351746,1685.675049,8.221241951,79.21894836,17.85969162
2940,115.863998,28.3598,22,21.45476723,82.25145721,14.54889107,72.01516724,7.24668169,27.65216446,76.25249481,1657.318848,8.176078796,78.75881195,17.61781311
2941,115.696999,28.4088,19,20.46999168,82.33431244,15.97791958,72.26238251,7.310194016,27.62981224,76.3860321,1663.483154,8.161226273,79.07745361,17.54422379
2942,116.030998,28.310801,42,21.05802345,82.22421265,15.05342007,72.08508301,7.307780266,27.59531593,76.31486511,1666.24646,8.182313919,78.86716461,17.7300663
2943,116.529999,28.1628,35,17.93695068,82.07504272,21.20560646,72.64409637,7.669220448,27.53807449,76.3258667,1734.099243,8.422520638,79.73968506,17.96785545
2944,116.363998,28.2122,56,19.10461617,82.15254211,19.25149536,72.5027771,7.568004131,27.51227951,76.41214752,1710.989014,8.307897568,79.49406433,17.85517693
2945,116.695,28.113199,121,16.77058411,81.922966,23.29537392,72.66558838,7.748328209,27.61903,76.07066345,1760.467163,8.563148499,79.88187408,17.99787712
2946,116.860001,28.063499,91,15.7793417,81.69720459,25.17164803,72.53900146,7.800205708,27.7240696,75.69900513,1785.195557,8.7162714,79.85429382,18.07345772
2947,117.188003,27.9638,411,15.28278828,81.16840363,26.5502739,72.25764465,7.885832787,27.85014343,75.04033661,1819.39502,8.814249992,79.46222687,18.11388779
2948,117.342003,27.935699,1173,15.80793953,81.1840744,26.24981689,72.36869049,7.930121422,27.79737663,75.16294098,1814.723877,8.780988693,79.42581177,18.11758232
2949,117.024002,28.0137,141,15.2819128,81.28372192,26.2682991,72.31095886,7.856932163,27.82836533,75.18167114,1813.008789,8.792285919,79.55989838,18.07513046
2950,117.567001,27.913,0,0,0,0,0,0,0,0,0,0,0,18.14187431
2951,117.694,27.860001,1355,18.1645565,81.29876709,25.60401154,73.20378876,8.205482483,27.70651245,75.65782928,1771.654541,8.802553177,79.42303467,18.13658524
2952,118.931999,27.480101,658,23.87311554,81.82606506,23.11085129,73.99210358,8.884950638,27.07460594,77.77327728,1646.854248,9.205675125,78.30808258,18.16044617
2953,118.894997,27.496,750,23.84586143,81.80699921,23.19852066,74.02389526,8.900650024,27.07276726,77.75897217,1648.360962,9.201566696,78.33351898,18.15382195
2954,98.444603,31.9664,3788,11.47205639,72.9693985,-2.270260572,34.09493637,14.85212708,13.31976509,71.97859192,621.5446167,0.562594891,37.25244141,4.988678455
2955,98.573601,31.9415,4438,11.54623604,72.98672485,-2.077585459,33.57620621,14.84943581,13.43270683,71.99269867,622.1773682,0.754740119,36.81893539,5.026408195
2956,98.775101,31.9125,4538,11.53118706,72.96944427,-2.275509596,34.30822372,14.86357307,13.33114338,71.99621582,623.602478,0.565859199,37.44526291,4.829654694
2957,98.976303,31.883301,5105,11.50384617,72.93140411,-2.796508074,36.50668716,14.91013718,13.07182121,72.01433563,627.3058472,0.059234232,39.32820892,5.042815685
2958,99.377701,31.8239,4040,11.81421471,72.80329132,-3.720515251,41.85612106,14.89416122,12.73433781,72.06842804,642.4719238,-0.78050822,43.95021057,4.968870163
2959,99.1772,31.853701,4107,11.61158752,72.86763763,-3.326295137,39.12879562,14.96301842,12.83947754,72.03579712,633.2909546,-0.441313982,41.58039093,4.947018147
2960,99.778,31.7633,4237,12.78629684,71.91886139,-4.038873196,43.98571777,14.72262669,12.79157829,71.42669678,647.3531494,-0.893633425,45.57228088,5.098484039
2961,99.977699,31.732599,4292,13.34227848,71.31765747,-3.963830709,44.07826996,14.58057308,12.94424534,70.93378448,646.4224243,-0.715492189,45.48908997,5.178768635
2962,99.578003,31.793699,4151,12.2005415,72.47027588,-3.963362694,43.31151581,14.84292698,12.70943642,71.8522644,646.3815918,-0.93306601,45.13144684,5.241940022
2963,100.177002,31.701599,3828,13.04915047,71.71578217,-4.021772861,44.24021912,14.69201756,12.84616375,71.27275848,647.9401855,-0.846314907,45.74096298,5.605941296
2964,100.376,31.670299,4132,12.32300377,72.71534729,-3.946923256,44.67403412,14.97868156,12.73539829,72.13260651,653.7678223,-0.984691083,46.41120148,5.739211082
2965,100.574997,31.6387,3978,12.01418114,73.21826172,-3.520459652,44.76342392,15.16700268,12.86319923,72.55257416,657.4180908,-0.792472601,46.65195084,5.859724522
2966,100.773003,31.606899,3704,12.09911346,73.32581329,-2.822276831,44.73798752,15.25804424,13.1817503,72.62374115,660.0050049,-0.352619499,46.70719528,6.156848431
2967,101.168999,31.5424,4045,12.58696556,73.40206909,-1.124202609,45.65458298,15.07038212,14.0252037,72.62133789,677.9663696,0.636995614,47.77896118,6.864861012
2968,100.971001,31.5748,3975,12.34654617,73.21135712,-2.048302412,44.74853516,15.28063583,13.57568455,72.49584198,662.2706909,0.170544207,46.74941254,6.194422245
2969,101.366997,31.509701,4026,12.90305042,73.35196686,-0.720123768,46.07374191,14.94888687,14.34356308,72.52707672,687.2402954,1.020513773,48.21464157,7.099125385
2970,102.153,31.3762,3086,15.84684372,71.32413483,1.728808761,45.27087402,13.90517712,16.61808014,70.21880341,711.7515869,3.702049971,47.34719086,8.754375458
2971,101.761002,31.4435,4356,14.15001488,73.32331085,0.63722378,46.45606232,14.39720726,15.41385555,72.30919647,713.0722046,2.295050621,48.63051605,8.005339622
2972,101.564003,31.4767,4180,13.30618095,73.26355743,-0.339201808,46.04951859,14.77122784,14.72305584,72.35299683,698.4157715,1.514734507,48.19178391,7.333153725
2973,101.957001,31.41,3090,14.90160561,72.57775116,1.139142275,46.14639282,14.19022179,16.00654221,71.51584625,715.8951416,2.984247684,48.27936935,8.359778404
2974,102.348999,31.342199,3394,16.86933327,70.07997894,2.336359978,44.66797256,13.59010601,17.16448021,68.95879364,704.2164307,4.278381824,46.7150383,9.73335743
2975,102.739998,31.273399,4392,16.82894135,72.73628235,4.957110405,50.23005295,12.1967411,18.14235115,71.3913269,779.2759399,4.837694168,52.96392441,10.54481983
2976,102.544998,31.3079,4097,17.05375862,70.46984863,3.336190939,46.18015671,12.98234749,17.70627785,69.27532196,729.512146,4.749895096,48.39023972,9.902298927
2977,103.323998,31.1681,2731,17.17671204,82.12923431,15.13726425,67.32514191,8.362060547,21.45425034,79.80545807,988.7044067,6.509381294,73.15731049,11.87998581
2978,103.128998,31.2034,3684,17.06048775,79.23321533,11.19448948,61.73048401,9.752505302,20.10537529,77.33602142,913.8280029,5.745555401,66.39945984,11.34078407
2979,102.934998,31.238501,4528,16.98794174,76.25353241,8.065239906,56.28492737,10.94979382,19.11509323,74.64431,848.5805664,5.283729553,60.00536346,11.10912895
2980,103.516998,31.1325,1552,16.92266083,84.0470047,18.29874039,71.14585876,7.271480083,22.59374046,81.23703766,1053.587891,7.204515457,77.97289276,12.54754543
2981,104.097,31.0242,524,18.76323891,84.50917816,19.02891922,72.36440277,7.357194901,23.02906609,82.1758194,992.2127075,7.60293293,78.71796417,14.3709631
2982,103.710999,31.096701,822,16.69758797,84.77662659,19.76567459,72.59300232,6.788564682,23.11180305,81.68257141,1088.588379,7.53724432,79.92362213,12.90019035
2983,103.903999,31.060499,677,17.83771896,84.66088104,19.44510078,72.53974915,7.076817513,23.0707798,81.98526764,1038.233887,7.567027092,79.37354279,14.1782589
2984,104.672997,30.913601,479,17.05076027,84.03518677,19.20745659,72.02546692,7.393592834,23.70145798,81.36771393,969.8852539,8.139778137,78.09421539,15.51438141
2985,104.481003,30.950701,636,17.98705673,84.10706329,18.97982979,72.09908295,7.401099205,23.42321968,81.6581192,973.9682007,7.921873569,78.1696701,15.26272869
2986,104.863998,30.876301,443,16.02794838,84.79132843,20.82618141,73.44499969,7.043139935,24.5288887,81.48196411,988.6835327,8.713996887,79.67071533,16.38649559
2987,104.289002,30.9876,473,18.56441116,84.345047,18.80056381,72.07372284,7.495186806,23.06777,82.03235626,976.2272339,7.67043066,78.2401886,14.72170925
2988,105.626,30.724501,383,9.948581696,84.81971741,21.99794579,73.7387619,6.927858353,25.58556366,80.10585022,960.8505859,9.394569397,80.24698639,17.17710686
2989,105.055,30.838699,415,14.52732563,84.73973083,21.14890289,73.41859436,7.029521942,24.83049965,81.04853058,982.4834595,8.918024063,79.66899109,16.55272675
2990,105.246002,30.8009,412,12.92191982,84.65379333,21.76312256,73.48382568,7.003810406,25.37088776,80.49280548,966.5895996,9.305905342,79.80419159,17.03293228
2991,105.435997,30.7628,321,10.94821072,84.74861145,21.91211319,73.63262939,6.963871956,25.50925636,80.26656342,961.3660889,9.367893219,80.05347443,17.08104515
2992,106.194,30.6082,292,9.314137459,84.82897949,21.94413185,73.78549957,6.812248707,25.71861458,79.16490936,1003.280151,9.340851784,80.44791412,17.42190361
2993,105.816002,30.686001,458,9.733916283,84.82121277,21.98035049,73.74746704,6.8638978,25.63573456,79.66860962,981.6184082,9.365153313,80.346138,17.24104881
2994,106.004997,30.6472,320,8.930178642,84.89629364,22.04789734,73.86239624,6.781037807,25.71516418,79.23761749,997.3847046,9.34476757,80.63401794,17.32014465
2995,106.57,30.529499,364,12.56768703,84.44721222,21.62247658,73.43702698,7.054352283,25.74419022,78.94341278,1037.674072,9.373152733,79.22277832,17.44300461
2996,106.945,30.4499,945,14.5409584,84.28279114,21.22241592,73.45265198,7.224254608,25.81795311,78.6329422,1077.752441,9.378600121,78.54109192,17.43382835
2997,106.382004,30.569,423,10.91732788,84.62470245,21.82497597,73.58444214,6.932024479,25.72744942,79.07468414,1018.104309,9.360398293,79.82330322,17.39461517
2998,106.758003,30.4898,357,13.77571583,84.33252716,21.38462448,73.40076447,7.154998302,25.77920151,78.7714386,1059.633423,9.378131866,78.78245544,17.42661285
2999,107.504997,30.328899,431,14.55023193,84.22013092,21.0921154,74.55167389,7.462077618,25.84997749,78.37795258,1170.054932,9.069615364,78.72974396,17.22890091
3000,107.132004,30.4098,571,14.50705338,84.43868256,21.0340538,74.03836823,7.302154541,25.82986069,78.5105896,1123.675781,9.249761581,78.76852417,17.39461899
3001,107.319,30.369499,914,14.60573864,83.91176605,20.48127174,73.86775208,7.372068882,25.83712769,78.01126099,1148.236694,9.124407768,78.2711792,17.26824188
3002,107.691002,30.288099,457,14.33690834,83.88612366,20.89994049,74.56516266,7.496025085,25.87710381,77.99961853,1186.713257,8.990136147,78.47289276,17.18203163
3003,108.061997,30.2059,433,14.03184509,83.68675995,21.33446121,74.97455597,7.60921526,25.89673805,77.96531677,1220.247192,8.85858345,78.50113678,17.09560013
3004,107.876,30.247101,834,14.07107449,83.8441391,21.44433975,74.75725555,7.541470528,25.90415573,77.99053192,1197.437622,8.962610245,78.54454041,17.14420319
3005,108.246002,30.164499,938,13.98724461,83.42121887,20.99573326,74.99456024,7.639527321,25.86885452,77.90940094,1229.807251,8.763762474,78.30666351,17.01320076
3006,108.431,30.1229,1219,14.42627335,83.22806549,20.32003975,75.04177856,7.756689072,25.70646477,77.99124146,1249.939819,8.547657967,78.0740509,16.91584015
3007,109.164002,29.9543,895,13.85492039,83.33675385,18.72262955,76.17401886,7.936948776,25.20475388,78.84082031,1335.563599,7.737398148,78.88819122,16.54068756
3008,108.797997,30.039,958,14.44604778,83.14808655,19.24514961,75.57436371,7.818684578,25.45725441,78.30162048,1290.908081,8.139380455,78.42758942,16.84145355
3009,108.981003,29.9968,950,14.2287302,83.16884613,18.67148781,75.79266357,7.898221016,25.31143951,78.54241943,1317.076416,7.893019199,78.53951263,16.62236404
3010,108.613998,30.081101,1286,14.60724068,83.18978882,19.75672913,75.40634918,7.766242027,25.62238312,78.12421417,1269.87146,8.366456032,78.36012268,16.93256569
3011,109.346001,29.911699,1202,14.1163702,83.31973267,18.25800896,76.50125885,7.961357594,25.14441299,79.15557098,1345.319458,7.614791393,79.07505798,16.49154663
3012,109.709999,29.8258,1232,15.86918926,82.80016327,15.56032944,76.41166687,8.043027878,25.11628342,79.35396576,1343.564697,7.511828899,78.54399872,16.36297417
3013,109.528,29.8689,1111,14.88984394,83.17357635,17.13800621,76.67983246,7.985033512,25.10918236,79.40477753,1344.429321,7.546471596,79.01953888,16.39692497
3014,110.251999,29.695601,501,18.82820129,81.2497406,9.328256607,75.08686066,8.317268372,25.24675941,78.83114624,1365.716431,7.357915878,76.55426788,16.30086136
3015,109.890999,29.7826,921,17.38408279,82.12432861,12.99072647,75.78337097,8.151295662,25.13907814,79.11392212,1347.656006,7.435419559,77.59060669,16.33036995
3016,110.071999,29.739201,1075,18.34588242,81.51097107,10.46064663,75.30780029,8.255633354,25.21390915,78.9083786,1360.233154,7.375654221,76.89887238,16.25734138
3017,110.431999,29.6518,663,19.71523476,81.15977478,9.10381794,74.79532623,8.374306679,25.28819275,78.76699066,1368.741699,7.362111092,76.33483124,16.362854
